Record ID,Title,Subject,Institution,Journal,Publisher,Country,Author,URLS,ArticleType,RetractionDate,RetractionDOI,RetractionPubMedID,OriginalPaperDate,OriginalPaperDOI,OriginalPaperPubMedID,RetractionNature,Reason,Paywalled,Notes,psych,doi_available
23476,Mental health status and coping strategy of medical workers in China during The COVID-19 outbreak,(HSC) Medicine - Infectious Disease;(HSC) Occupational Health and Safety;(SOC) Psychology;,"The First Affiliated Hospital of Sun Yat-Sen University,Guangdong Province, China; School of Public Health, Sun Yat-sen University, Guangzhou, Guangdong Province, China; Otorhinolaryngology Hospital, Institute of otolaryngology, Guangdong Provincial Key Laboratory, The First Affiliated Hospital of Sun Yat-sen University, Guangzhou, China; The Department of Psychiatry, The First Affiliated Hospital of Sun Yat-sen University, Guangzhou, China; Department of Otolaryngology, Peking University Shenzhen Hospital, Shenzhen,China; Department of Medical Statistics, School of Public Health, Sun Yat-sen University, Guangzhou, China; The Eighth Affiliated Hospital, Sun Yat-sen University Community Health Service Management Center;",medrxiv,Cold Spring Harbor Laboratory Press,China,Chen Siyu;Min Xia;Weiping Wen;Liqian Cui;Weiqiang Yang;Shaokun Liu;Jiahua Fan Fan;Huijun Yue;Shangqing Tang;Bingjie Tang;Xiaoling Li;Lin Chen;Zili Qin;Kexing Lv;Xueqin Guo;Yu Lin;Yihui Wen;Wenxiang Gao;Ying Zheng;Wen Xu;Yun Li;Yang Xu;Li Ling;Wenbin Lei,http://retractionwatch.com/retracted-coronavirus-covid-19-papers/,Preprint;Research Article;,2020-03-07T00:00:00Z,10.1101/2020.02.23.20026872,0,2020-02-25T00:00:00Z,10.1101/2020.02.23.20026872,0,Retraction,+Concerns/Issues About Results;+Date of Retraction/Other Unknown;,No,NA,1,1
22889,Effectiveness of music therapy with relaxation technique on stress management as measured by perceived stress scale,(HSC) Medicine - Rehabilitation/Therapy;(HUM) Arts - Music;(SOC) Psychology;,"Department of Educational Foundations, Alex Ekwueme Federal University, Ndufu-Alike Ebonyi State; Department of Educational Foundations, University of Nigeria, Nsukka, Enugu State; Department of Educational Foundations, Chukwuemeka Odumegwu Ojukwu University, Igbariam Anambra State; Department of Sociology and Anthropology, Faculty of Education, University of Nigeria, Nsukka; Department of Art Education, University of Nigeria, Nsukka, Enugu State, Nigeria;",Medicine,Wolters Kluwer,Nigeria,Francisca N Ogba;Moses O Ede;Charity N Onyishi;Patricia U Agu;Amaka B Ikechukwu-Ilomuanya;Janet N Igbo;Nkechi Egenti;Ifeyinwa Manafa;Chijioke Amoke;Nneka C Nwosu;Faith C Omeke;Bernedeth N Nwafor;Kingsley C Amadi;Edith N Nwokenna;Samuel C Ugwoke,NA,Research Article;,2020-03-01T00:00:00Z,10.1097/MD.0000000000019635,32176117,2019-04-12T00:00:00Z,10.1097/MD.0000000000015107,30985665,Retraction,+Error in Analyses;+Original Data not Provided;,No,NA,1,1
22890,Randomized controlled evaluation of the effect of music therapy with cognitive-behavioral therapy on social anxiety symptoms,(HSC) Medicine - Rehabilitation/Therapy;(HUM) Arts - Music;(SOC) Psychology;,"Department of Educational Foundations, University of Nigeria, Nsukka, Enugu State; Department of Art Education, Faculty of Education, University of Nigeria, Nsukka, Enugu State; Department of Sociology and Anthropology, Faculty of Social Sciences, University of Nigeria, Nsukka, Enugu State; Department of Social Science Education, University of Nigeria, Nsukka, Enugu State; Department of Agricultural Science Education, Faculty of Education, Delta State University, Abraka, Delta State; Department of Arts and Social Science Education, Faculty of Education, Delta State University, Abraka, Delta State; Department of Educational Foundations, Faculty of Education, Alex Ekwueme Federal University, Ndufu-Alike Ebonyi State; Department of Physiology, Faculty of Basic Medical Sciences, College of Medicine, University of Nigeria, Ituku Ozalla Enugu Campus, Enugu State, Nigeria;",Medicine,Wolters Kluwer,Nigeria,Nkechi T Egenti;Moses O Ede;Edith N Nwokenna;Theresa Oforka;Bonaventure N Nwokeoma;Daniel I Mezieobi;Sabastian O Onah;Kelechi R Ede;Chijioke Amoke;Edmund E Offordile;Ngozi E Ezeh;Celestine O Eze;Patrick E Eluu;Kingley C Amadi;Benedict E Ugwuanyi;Ngozi C Uzoagba;Grace O Ugwonna;Maduka L Nweke;Vera Victor-Aigbodion,NA,Research Article;,2020-03-01T00:00:00Z,10.1097/MD.0000000000019634,32176116,2019-08-01T00:00:00Z,10.1097/MD.0000000000016495,31393353,Retraction,+Error in Analyses;+Original Data not Provided;,No,NA,1,1
22603,Psychological predictors behind the intention to drink and drive among female drivers: Application of extended theory of planned behavior,(SOC) Psychology;,"Transportation Systems Engineering, Department of Civil Engineering, Indian Institute of Technology (IIT) Bombay, Mumbai, India;",Traffic Injury Prevention,Taylor and Francis,India,Ankit Kumar Yadav,NA,Research Article;,2020-02-20T00:00:00Z,10.1080/15389588.2020.1724013,32078384,2020-01-06T00:00:00Z,10.1080/15389588.2019.1703961,31906719,Retraction,+Error in Analyses;+Error in Methods;+Unreliable Results;,No,NA,1,1
22416,Alcohol Consumption and Health: Synergistic Interaction with Personality,(HSC) Medicine - General;(SOC) Psychology;,"European Center for Peace & Development United Nations Heidelberg, Germany; Institute of Psychiatry, University of London; Bond University Gold Coast, Australia;",Psychological Reports,SAGE Publications,Australia;Germany;United Kingdom,Ronald Grossarth-Maticek;Hans J Eysenck;Gregory J Boyle,http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/,Research Article;,2020-02-10T00:00:00Z,10.1177/0033294120901992,0,1995-10-01T00:00:00Z,10.2466/pr0.1995.77.2.675,8559899,Retraction,+Concerns/Issues About Data;+Investigation by Company/Institution;,No,NA,1,1
22414,"Coca-Cola, Cancers, and Coronaries: Personality and Stress as Mediating Factors",(HSC) Medicine - Cardiology;(HSC) Medicine - Oncology;(HSC) Nutrition;(SOC) Psychology;,"Institute of Psychiatry, University of London;",Psychological Reports,SAGE Publications,United Kingdom,Ronald Grossarth-Maticek;Hans J Eysenck,http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/,Research Article;,2020-02-10T00:00:00Z,10.1177/0033294120901992,0,1991-06-01T00:00:00Z,10.2466/pr0.1991.68.3c.1083,1924609,Retraction,+Concerns/Issues About Data;+Investigation by Company/Institution;,No,NA,1,1
22503,"Disruption, despair and renewal: impacts and voices of the Ukrainian geographical community about the 2014 Russian invasion",(B/T) Government;(HUM) History - Asia;(SOC) Psychology;,"Geography, University of Kentucky, Lexington, KY, USA; Department of Economics and Social Geography, Faculty of Geography, Taras Shevchenko National University of Kyiv, Kyiv, Ukraine; Cartography Department, Institute of Geography, National Academy of Science of Ukraine, Kyiv, Ukraine;","Geografiska Annaler: Series B, Human Geography",Taylor and Francis,Ukraine;United States,Stanley D Brunn;Olena Dronova;Leonid Rudenko;Oleksandr Leiberiuk,NA,Research Article;,2020-02-10T00:00:00Z,10.1080/04353684.2019.1708013,0,2019-11-28T00:00:00Z,10.1080/04353684.2019.1692634,0,Retraction,+Informed/Patient Consent - None/Withdrawn;+Lack of Approval from Third Party;,No,NA,1,1
22419,Does Smoking Really Kill Anybody,(HSC) Biostatistics/Epidemiology;(HSC) Medicine - Cardiology;(HSC) Medicine - Oncology;(HSC) Public Health and Safety;(SOC) Psychology;,Institute of Psychiatry University of London;,Psychological Reports,SAGE Publications,United Kingdom,Hans J Eysenck,http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/,Research Article;,2020-02-10T00:00:00Z,10.1177/0033294120901992,0,1995-12-01T00:00:00Z,10.2466/pr0.1995.77.3f.1243,8643789,Retraction,+Concerns/Issues About Data;+Investigation by Company/Institution;,No,NA,1,1
22411,Length of Survival and Lymphocyte Percentage in Women with Mammary Cancer as a Function of Psychotherapy,(HSC) Medicine - Obstetrics/Gynecology;(HSC) Medicine - Oncology;(HSC) Public Health and Safety;(SOC) Psychology;,"Institute of Psychiatry, University of London;",Psychological Reports,SAGE Publications,United Kingdom,Ronald Grossarth-Maticek;Hans J Eysenck,http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/,Research Article;,2020-02-10T00:00:00Z,10.1177/0033294120901992,0,1989-08-01T00:00:00Z,10.2466/pr0.1989.65.1.315,2780939,Retraction,+Concerns/Issues About Data;+Investigation by Company/Institution;,No,NA,1,1
22413,"Personality, Smoking, and Alcohol as Synergistic Risk Factors for Cancer of the Mouth and Pharynx",(HSC) Medicine - Oncology;(HSC) Medicine - Otorhinolaryngology;(HSC) Public Health and Safety;(SOC) Psychology;,"Institute of Psychiatry, University of London;",Psychological Reports,SAGE Publications,United Kingdom,Ronald Grossarth-Maticek;Hans J Eysenck,http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/,Research Article;,2020-02-10T00:00:00Z,10.1177/0033294120901992,0,1990-04-01T00:00:00Z,10.2466/pr0.67.7.1024-1026,2287654,Retraction,+Concerns/Issues About Data;+Investigation by Company/Institution;,No,NA,1,1
22415,"Personality, Stress, and Motivational Factors in Drinking as Determinants of Risk for Cancer and Coronary Heart Disease",(HSC) Medicine - Cardiology;(HSC) Medicine - Oncology;(SOC) Psychology;,"Institute of Psychiatry, University of London;",Psychological Reports,SAGE Publications,United Kingdom,Ronald Grossarth-Maticek;Hans J Eysenck,http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/,Research Article;,2020-02-10T00:00:00Z,10.1177/0033294120901992,0,1991-12-01T00:00:00Z,10.2466/pr0.1991.69.3.1027,1784651,Retraction,+Concerns/Issues About Data;+Investigation by Company/Institution;,No,NA,1,1
22417,Prediction of cancer and coronary heart disease as a function of method of questionnaire administration,(HSC) Biostatistics/Epidemiology;(HSC) Medicine - Cardiology;(HSC) Medicine - Oncology;(HSC) Public Health and Safety;(SOC) Psychology;,"Institute for Preventive Medicine European Centre for Peace and Development University for Peace, established by the United Nations; Institute of Psychiatry University of London;",Psychological Reports,SAGE Publications,United Kingdom,Ronald Grossarth-Maticek;Hans J Eysenck;Paul Barrett,http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/,Research Article;,2020-02-10T00:00:00Z,10.1177/0033294120901992,0,1993-12-01T00:00:00Z,10.1177/00332941930733pt101,8302998,Retraction,+Concerns/Issues About Data;+Investigation by Company/Institution;,No,NA,1,1
22418,Prediction of Cancer and Coronary Heart Disease Mortality by Means of a Personality Inventory: Results of a 15-Year Follow-up Study,(HSC) Biostatistics/Epidemiology;(HSC) Medicine - Cardiology;(HSC) Medicine - Oncology;(HSC) Public Health and Safety;(SOC) Psychology;,Institute of Psychiatry University of London;,Psychological Reports,SAGE Publications,United Kingdom,Hans J Eysenck,http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/,Research Article;,2020-02-10T00:00:00Z,10.1177/0033294120901992,0,1993-04-01T00:00:00Z,10.2466/pr0.1993.72.2.499,8488232,Retraction,+Concerns/Issues About Data;+Investigation by Company/Institution;,No,NA,1,1
22395,The Prediction of Death from Cancer by Means of Personality/Stress Questionnaire: Too Good to Be True,(HSC) Medicine - Oncology;(HSC) Public Health and Safety;(SOC) Psychology;,"Institute of Psychiatry, University of London;",Perceptual and Motor Skills,SAGE Publications,United Kingdom,Hans J Eysenck,http://retractionwatch.com/?s=eysenck;http://retractionwatch.com/2020/02/12/journals-retract-three-papers-by-hans-eysenck-flag-18-some-60-years-old/,Research Article;,2020-02-10T00:00:00Z,10.1177/0031512520901994,3203795,1990-08-01T00:00:00Z,10.2466/pms.1990.71.1.216,2235261,Retraction,+Concerns/Issues About Data;+Investigation by Company/Institution;,No,NA,1,1
22222,"Mental health status, and suicidal thoughts and behaviors of migrant children in eastern coastal China in comparison to urban children: a cross-sectional survey",(HSC) Public Health and Safety;(SOC) Psychology;,"The Institute of Social and Family Medicine, School of Public Health, Zhejiang University, 866 Yuhangtang Rd., Hangzhou 310058, Zhejiang, Peopleâ€™s Republic of China; Yinzhou District CDC, 1221 Xueshi Rd., Ningbo 315199, Zhejiang, Peopleâ€™s Republic of China; Oxford Road, SG16 Samuel Alexander Building, Manchester M13 9PL, UK;",Child and Adolescent Psychiatry and Mental Health,Springer - Biomed Central (BMC),China;United Kingdom,Jingjing Lu;Feng Wang;Pengfei Chai;Dongshuo Wang;Lu Li;Xudong Zhou,NA,Research Article;,2020-01-21T00:00:00Z,10.1186/s13034-020-0311-2,31988658,2018-02-01T00:00:00Z,10.1186/s13034-018-0219-2,29434657,Retraction,+Lack of IRB/IACUC Approval;,No,NA,1,1
21857,"Job Stress, Burnout and the Relationship among the Science and Mathematics Teachers in Basic Education Schools",(B/T) Business - Management;(SOC) Education;(SOC) Psychology;,"Center of Teacher Education Research in the West of Guangdong Province, Lingnan Normal University, Zhanjiang, CHINA; School of Public Policy and Administration, Xiâ€™an Jiaotong University, Xiâ€™an, CHINA; School of Education, Lingnan Normal University, Zhanjiang, CHINA; School of Marxism Studies, Southwest University, CHINA;","EURASIA Journal of Mathematics, Science and Technology Education (EJMSTE)",Modestum,China,Qien Cui;Qiuling Chao;Jin Han;Xiaoxia Zhang;Yanhong Ren;Jianzhong Shi,NA,Research Article;,2019-12-17T00:00:00Z,10.29333/ejmste/115423,0,2018-05-15T00:00:00Z,10.29333/ejmste/85957,0,Retraction,+Notice - Limited or No Information;,No,NA,1,1
21780,The Nature of Creativity,(HUM) Philosophy;(SOC) Psychology;,Tufts University;,Creativity Research Journal,Taylor and Francis,United States,Robert J Sternberg,NA,Review Article;,2019-12-03T00:00:00Z,10.1080/10400419.2019.1647690,0,2010-06-08T00:00:00Z,10.1207/s15326934crj1801_10,0,Retraction,+Duplication of Article;,No,NA,1,1
21709,Short-term exposure to movie violence and implicit aggression during adolescence,(SOC) Psychology;(SOC) Sports and Recreation;,"Center for Studies of Education and Psychology of Minorities in Southwest China, Southwest University, Chongqing, China; School of Early Childhood Education, Faculty of Education, Southwest University, Chongqing, China; Department of Psychology, University of Florida, Gainesville, USA; Faculty of Psychology, Philipps-University Marburg, Germany; Faculty of Psychology, Southwest University, Chongqing, China",Youth & Society,SAGE Publications,China;Germany;United States,Qian Zhang;Dorothy L Espelage;Detlef H Rost,http://retractionwatch.com/2019/12/06/journal-retracts-two-papers-linking-exposure-to-violence-to-aggressive-behavior/,Research Article;,2019-12-01T00:00:00Z,10.1177/0044118X19892168,0,2018-05-22T00:00:00Z,10.1177/0044118X18775846,0,Retraction,+Concerns/Issues About Data;+Investigation by Journal/Publisher;+Investigation by Third Party;+Objections by Third Party;+Unreliable Results;,No,NA,1,1
21708,The Priming Effect of Violent Game Play on Aggression Among Adolescents,(SOC) Psychology;(SOC) Sports and Recreation;,"Center for Studies of Education and Psychology of Minorities in Southwest China, Southwest University, Chongqing, China; School of Early Childhood Education, Faculty of Education, Southwest University, Chongqing, China; Department of Psychology, University of Florida, Gainesville, USA; Department of Psychology, Southwest University, Chongqing, China;",Youth & Society,SAGE Publications,China;United States,Qian Zhang;Dorothy L Espelage;Da Jun Zhang,http://retractionwatch.com/2019/12/06/journal-retracts-two-papers-linking-exposure-to-violence-to-aggressive-behavior/,Research Article;,2019-12-01T00:00:00Z,10.1177/0044118X19892168,0,2018-04-18T00:00:00Z,10.1177/0044118X18770309,0,Retraction,+Concerns/Issues About Data;+Investigation by Journal/Publisher;+Investigation by Third Party;+Objections by Third Party;+Unreliable Results;,No,NA,1,1
21695,Proud to Belong or Proudly Different Lay Theories Determine Contrasting Effects of Incidental Pride on Uniqueness Seeking,(B/T) Business - Marketing;(SOC) Psychology;,"Lingnan College, Sun Yat-sen University, Guangzhou, China; Rotman School of Management, University of Toronto, 105 St. George Street, Toronto, ON M5S 3E6, Canada; Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong;",Journal of Consumer Research,Oxford Academic,Canada;China;Hong Kong,Xun Huang;Ping Dong;Anirban Mukhopadhyay,NA,Research Article;,2019-11-22T00:00:00Z,10.1093/jcr/ucz057,0,2014-06-19T00:00:00Z,10.1086/677225,0,Retraction,+Error in Analyses;+Error in Data;+Unreliable Results;,No,NA,1,1
21667,Development and Validation of the Mathematics Teachers' Beliefs About English Language Learners Survey (MTBELL),(SOC) Education;(SOC) Psychology;,Boerne ISD; University of Texas at San Antonio;,School Science and Mathematics,Wiley,United States,Linda Gann;Emily P Bonner;Christine Moseley,NA,Research Article;,2019-11-21T00:00:00Z,10.1111/ssm.12367,0,2016-01-26T00:00:00Z,10.1111/ssm.12157,0,Retraction,+Lack of Approval from Third Party;,No,NA,1,1
21573,Al Kharj diabetic patientsâ€™ perception about diabetes mellitus using revised-illness perception questionnaire (IPQ-R),(HSC) Medicine - Diabetes;(HSC) Public Health and Safety;(SOC) Psychology;,"Department of Family Medicine, College of Medicine, Prince Sattam bin Abdulaziz University, Al Kharj, Saudi Arabia; Department of Basic Medical Sciences, College of Medicine, Prince Sattam bin Abdulaziz University, Al Kharj, Saudi Arabia; Department of Anatomy, College of Medicine, Prince Sattam bin Abdulaziz University, Al Kharj, Saudi Arabia; Department of Anatomy, College of Medicine, Alazhar University, Cairo, Egypt; Department of Basic Medical Sciences, College of Medicine, Prince Sattam bin Abdulaziz University, Al Kharj, Saudi Arabia; College of Medicine, Prince Sattam bin Abdulaziz University, Al Kharj, Saudi Arabia;",BMC Family Practice,Springer - Biomed Central (BMC),Saudi Arabia,Sameer Al-Ghamdi;Gulfam Ahmad;Ali Hassan Ali;Nasraddin Bahakim;Salman Alomran;Waleed Alhowikan;Salman Almutairi;Tariq Basalem;Faisal Aljuaid,NA,Research Article;,2019-11-05T00:00:00Z,10.1186/s12875-019-1043-3,31690280,2018-02-02T00:00:00Z,10.1186/s12875-018-0713-x,29390962,Retraction,+Author Unresponsive;+Duplication of Article;,No,NA,1,1
21528,Comparison of Clinical Significance of Cognitive-Behavioral Therapy and Psychodynamic Therapy for Major Depressive Disorder,(SOC) Psychology;,"Translational Science on Brain Disorders, Department of Health and Behavior, Catholic University of Pelotas, Pelotas, Rio Grande do Sul, Brazil;",Journal of Nervous and Mental Disease,Wolters Kluwer - Lippincott Williams & Wilkins,Brazil,Mariana Carret Soares;Thaise Campos Mondin;Giovanna del Grande da Silva;Luana Porto Barbosa;Mariane Lopez Molina;Karen Jansen;Luciano Dias de Mattos Souza;Ricardo Azevedo da Silva,NA,Research Article;,2019-10-31T00:00:00Z,10.1097/NMD.0000000000001113,31663929,2018-09-01T00:00:00Z,10.1097/NMD.0000000000000872,30124572,Retraction,+Error in Analyses;,No,NA,1,1
21523,Transient analysis of an M/M/1 queue with variant impatient behavior and working vacations,(B/T) Business - General;(SOC) Psychology;,"Department of Mathematics, Bharathidasan Institute of Technology (BIT) Campus, Anna University, Tiruchirappalli, India; Department of Mathematics, St. Anneâ€™s College of Engineering and Technology, Anna UniversityPanruti, Cuddalore district, India;",OPSEARCH,Springer,India,Ramupillai Sudhesh;A Azhagappan,NA,Research Article;,2019-10-30T00:00:00Z,10.1007/s12597-019-00424-w,0,2018-09-20T00:00:00Z,10.1007/s12597-018-0339-8,0,Retraction,+Duplication of Article;,No,NA,1,1
21379,Use of personal protective equipment towards pesticide exposure: Farmers' attitudes and determinants of behavior,(BLS) Agriculture;(BLS) Toxicology;(ENV) Environmental Sciences;(HSC) Occupational Health and Safety;(SOC) Psychology;,"Faculty of Agriculture and Natural Resources, University of Mohaghegh Ardabili, Iran; Department of Agricultural Development, Democritus University of Thrace, Orestiada, Greece; Department of Agricultural Management, Rasht Branch, Islamic Azad University, Rasht, Iran;",Science of The Total Environment,Elsevier,Greece;Iran,Abolmohammad Bondori;Asghar Bagheri;Christos A Damalas;Mohammad Sadegh Allahyari,http://retractionwatch.com/2019/10/25/author-protests-as-elsevier-retracts-nine-papers-for-fake-peer-review/,Research Article;,2019-10-11T00:00:00Z,10.1016/j.scitotenv.2019.133597,31627260,2018-05-26T00:00:00Z,10.1016/j.scitotenv.2018.05.203,29929284,Retraction,+Fake Peer Review;,No,NA,1,1
21420,Response from Barbara L. Fredrickson,(HSC) Medicine - Alternative;(SOC) Psychology;,"Department of Psychology and Neuroscience, University of North Carolina at Chapel Hill, CB #3270, Chapel Hill, NC, 27599, USA",Psychoneuroendocrinology,Elsevier,United States,Barbara L Fredrickson,http://retractionwatch.com/2019/10/09/i-decline-to-respond-but-take-this-history-to-undermine/,Letter;,2019-10-08T00:00:00Z,10.1016/j.psyneuen.2019.104411,0,2019-08-24T00:00:00Z,10.1016/j.psyneuen.2019.104411,0,Retraction,+Notice - Limited or No Information;+Temporary Removal;,No,NA,1,1
28455,Questions of Methodology and Psychological Knowledge in the Sphere of Process Differentiation and the Teaching about Evidence: Problems of Theory and Legislation,(SOC) Education;(SOC) Law/Legal Issues;(SOC) Psychology;,Southern Federal University (Rostov-on-Don),Journal of Economic Regulation,Humanitarian Perspectives LLC (Rostov-on-Don) (ÐžÐžÐž Ð“ÑƒÐ¼Ð°Ð½Ð¸Ñ‚Ð°Ñ€Ð½Ñ‹Ðµ Ð¿ÐµÑ€ÑÐ¿ÐµÐºÑ‚Ð¸Ð²Ñ‹ (Ð Ð¾ÑÑ‚Ð¾Ð²-Ð½Ð°-Ð”Ð¾Ð½Ñƒ)),Russia,Sergey Stanislavovich (Ð¡ÐµÑ€Ð³ÐµÐ¹ Ð¡Ñ‚Ð°Ð½Ð¸ÑÐ»Ð°Ð²Ð¾Ð²Ð¸Ñ‡) Tsyganenko (Ð¦Ñ‹Ð³Ð°Ð½ÐµÐ½ÐºÐ¾);A A (A A) Senatos (Ð¡ÐµÐ½Ð°Ñ‚Ð¾Ñ),NA,Research Article;,2019-09-26T00:00:00Z,Unavailable,0,2016-01-01T00:00:00Z,10.17835/2078-5429.2016.7.3.143-152,0,Retraction,+Euphemisms for Plagiarism;+Plagiarism of Text;,No,NA,1,1
21306,Social Bayes: Using Bayesian Modeling to Study Autistic Traitâ€“Related Differences in Social Cognition,(SOC) Psychology;,"Max Planck Institute for Metabolism Research, Cologne, Germany; Translational Neuromodeling Unit, ETH ZÃ¼rich, Zurich, Switzerland; Max Planck Institute of Psychiatry, Munich, Germany; Department of Psychiatry, University Hospital Cologne, Cologne, Germany;",Biological Psychiatry,Elsevier,Germany;Switzerland,Meltem Sevgi;Andreea O Diaconescu;Marc Tittgemeyer;Leonhard Schilbach,http://retractionwatch.com/2019/10/01/doing-the-right-thing-authors-retract-paper-on-autism-and-social-clues-after-realizing-an-error/,Research Article;,2019-09-23T00:00:00Z,10.1016/j.biopsych.2019.08.017,31558222,2015-12-09T00:00:00Z,10.1016/j.biopsych.2015.11.025,26831352,Retraction,+Doing the Right Thing;+Error in Data;+Error in Methods;+Error in Results and/or Conclusions;,No,NA,1,1
21145,Antidiabetic medication adherence and associated factors among patients in Botswana; implications for the future,(HSC) Medicine - Diabetes;(HSC) Medicine - Rehabilitation/Therapy;(HSC) Public Health and Safety;(SOC) Psychology;,"Faculty of Medicine, Department of Internal Medicine, University of Botswana and Department of Medicine, Princess Marina Hospital, Gaborone, Botswana; Department of Medicine, Princess Marina Hospital, Gaborone, Botswana; Department of Accident and Emergency, Princess Marina Hospital, Gaborone, Botswana; Ifakara Health Institute, Morogoro, Tanzania; Department of Pharmacology and Therapeutics College of Medicine, Ekiti State University, Ado-Ekiti, Nigeria Department of Laboratory Medicine, Division of Clinical Pharmacology, Karolinska Institutet, Karolinska University Hospital Huddinge, Stockholm, Sweden; Strathclyde Institute of Pharmacy and Biomedical Sciences, University of Strathclyde, Glasgow, United Kingdom; Department of Pharmacy, Faculty of Health Sciences, School of Health Care Sciences, Sefako Makgatho Health Sciences University, South Africa;",Alexandria Journal of Medicine,Taylor and Francis,Botswana;Nigeria;South Africa;Sweden;Tanzania;United States,Godfrey Mutashambara Rwegerera;Thato Moshomo;Marea Gaenamong;Taibat Aderonke Oyewo;Sivasomnath Gollakota,NA,Research Article;,2019-08-27T00:00:00Z,10.1080/20905068.2019.1656866,0,2019-05-17T00:00:00Z,10.1016/j.ajme.2017.01.005,0,Retraction,+Error in Methods;+Unreliable Data;+Unreliable Results;,No,NA,1,1
21104,Determinants of consumer willingness to pay for certified safe vegetables,(B/T) Business - Marketing;(BLS) Nutrition;(SOC) Psychology;,"Depart,ent of Agricultural & Resource Economics, Faculty of Agribusiness & Communication Sciences, University for Development Studies, Tamale, Ghana;",International Journal of Vegetable Science,Taylor and Francis,Ghana,Bismark Amfo;Samuel Arkoh Donkoh;Isaac Gershon Kodwo Ansah,NA,Research Article;,2019-08-26T00:00:00Z,10.1080/19315260.2019.1638009,0,2018-06-11T00:00:00Z,10.1080/19315260.2018.1484836,0,Retraction,+Error in Data;+Error in Methods;+Error in Results and/or Conclusions;+Lack of Approval from Company/Institution;+Lack of Approval from Third Party;,No,NA,1,1
21100,Aspects of cognitive performance relating to Theory of Mind (ToM) among people diagnosed with Post-Traumatic Stress Disorder (PTSD),(SOC) Psychology;,"Uskudar University, Department of Psychology, Istanbul, Turkey; Marmara University Hospital, Department of Psychiatry, Istanbul, Turkey;",Neuropsychiatric Disease and Treatment,Taylor and Francis - Dove Press,Turkey,Fatma Dilara Altunbas;Baris Onen Unsalver;Alisan Burak Yasar,NA,Research Article;,2019-08-16T00:00:00Z,10.2147/NDT.S227512,31692570,2019-06-28T00:00:00Z,10.2147/NDT.S214595,31410006,Retraction,+Concerns/Issues About Data;,No,NA,1,1
21065,Test-Retest Reliability of Dynamic Balance Performance-Based Measures Among Adults With a Unilateral Lower-Limb Amputation,(HSC) Medicine - Orthopedics;(HSC) Medicine - Rehabilitation/Therapy;(HSC) Medicine - Surgery;(SOC) Psychology;,"Department of Physical Therapy, Delaware Limb Loss Studies, University of Delaware, Newark, DE; Laboratory of Biomechanics and Clinical Epidemiology, PAIFIT Research Group, Universidade Estadual de Londrina, Londrina, PR, Brazil; Biomechanics and Movement Science PhD Program, University of Delaware, Newark, DE; Independence Prosthetics-Orthotics, Inc, Newark, DE;",PM&R,Wiley,Brazil;United States,Jefferson R Cardoso;Emma H Beisheim;John R Horne;J Megan Sions,NA,Research Article;,2019-08-12T00:00:00Z,10.1002/pmrj.12233,31513738,2019-03-07T00:00:00Z,10.1016/j.pmrj.2018.07.005,30031962,Retraction,+Error in Analyses;+Error in Results and/or Conclusions;,No,NA,1,1
21021,Team-based Learning and the Analytical Skills of Medical Students as a Consequence of Increased Problem Difficulty,(SOC) Education;(SOC) Psychology;,"Internal Medicine, The University of Arizona, Tucson, USA; Internal Medicine, Rawalpindi Medical University, Islamabad, PAK; Internal Medicine, Nawaz Sharif Medical College - University of Gujrat, Gujrat, PAK; Internal Medicine, Rawalpindi Medical University, Rawalpindi, PAK; Hematology and Oncology, The University of Arizona, Tucson, USA; Internal Medicine, Maricopa Medical Center, Phoenix, USA; Internal Medicine, Florida Hospital, Orlando, USA;",Cureus,Cureus,Pakistan;United States,Mustafa N Malik;Muhammad Abdullah Yousaf;Rida Riaz;Ahmed Ibrahim;Muhammad Abu Zar;Shehroz Aslam;Hafiz M Fazeel;Ceren Durer;Seren Durer,NA,Research Article;,2019-08-06T00:00:00Z,10.7759/cureus.r16,31392105,2019-05-10T00:00:00Z,10.7759/cureus.4639,31312565,Retraction,+Plagiarism of Article;,No,NA,1,1
